,Wyscout id,Player,Team within selected timeframe,League,Age,Minutes played,Position,Primary position,Secondary position,Third position,wPwC,Aerial impact,wSwC,wAwC,wDpwC,wDcwC
6179,433114,E. Caballero,Comerciantes Unidos,PER Liga 1,27.0,1585,RCB,RCB,0,0,0.0943519240295489,2.356471655794537,0.0914067825441425,0.2936928890895975,1.4370092034900612,2.2451271468506007
6180,290720,E. Páucar,Comerciantes Unidos,PER Liga 1,28.0,1572,"RDMF, RCMF, RCMF3",RDMF,RCMF,RCMF3,0.1935273722617411,0.7436922292986783,0.0,0.3204505802569914,1.1427756281217003,1.047560136989908
6181,455818,B. Blando,Melgar,PER Liga 1,29.0,1553,"LAMF, CF",LAMF,CF,0,1.176521534260469,1.0283060376053643,1.2699393349092638,2.6258697012328085,1.0254502104806291,0.3469044131961397
6182,-108988,P. Serra,Unión Comercio,PER Liga 1,27.0,1538,"RCB, RDMF",RCB,RDMF,0,0.223659815887198,1.2909171458658608,0.1196509507190342,0.637528501589385,1.8020139587727717,1.8832557014683649
6183,195986,Á. Ampuero,Atlético Grau,PER Liga 1,32.0,1524,"LCB, LB",LCB,LB,0,0.2919319196636395,2.2020915148765288,0.1388633875877654,0.7538270258187083,1.490851258550236,1.7612000704534607
6184,-114494,M. Otazú,UTC Cajamarca,PER Liga 1,28.0,1520,"LB, LAMF, LB5",LB,LAMF,LB5,1.395487846922029,1.905661983390453,0.1734530983899773,0.8189336464892666,0.969662902222716,0.381566354466324
6185,446208,R. Palomino,Cienciano,PER Liga 1,26.0,1515,"RDMF, LDMF, RCMF",RDMF,LDMF,RCMF,0.7895042478344458,0.8585132368672495,0.6822200306295536,0.3452621279847528,1.2796801853115176,1.31027342140849
6186,174193,G. Perea,César Vallejo,PER Liga 1,33.0,1512,"LCB, CB, RCB",LCB,CB,RCB,0.0727212833405904,2.183863800764399,0.0074475510627083,0.5601355626727261,0.6869679159839411,1.6361959644422923
6187,-63163,W. Tandazo,Melgar,PER Liga 1,24.0,1501,"RCMF, LDMF, LCMF",RCMF,LDMF,LCMF,1.2477112356387956,0.5454940838960078,0.115174049227943,0.4975623172811197,1.3778457219523546,1.4211327265342153
6188,73238,N. Quina,Carlos Mannucci,PER Liga 1,37.0,1490,"LCB, LCB3, CB",LCB,LCB3,CB,0.111424497160305,2.135234607776937,0.0,0.4994649435803765,0.8923820398551219,1.71156668601216
6189,131324,Á. Ojeda,UTC Cajamarca,PER Liga 1,32.0,1489,"RCMF, RDMF, LDMF",RCMF,RDMF,LDMF,0.8281202468963041,0.6523644325407268,0.4779631679748327,0.5608999288450535,1.1664033867917596,1.5417572659061878
6190,115420,C. Ramírez,Unión Comercio,PER Liga 1,36.0,1483,"LCB, LCB3",LCB,LCB3,0,0.1336068548137338,1.682531913323302,0.4185376134094414,0.2032816101222406,1.1524050664079295,1.572327540156839
6191,322468,L. Sosa,Sporting Cristal,PER Liga 1,30.0,1475,"RB, AMF, RWB",RB,AMF,RWB,1.2311186668557166,1.1985881971684271,0.8647804932082387,0.9144402927050992,0.9435104755360753,1.4668013095707797
6192,-62848,F. Zanelatto,Alianza Lima,PER Liga 1,24.0,1473,"RWB, CF, LWB",RWB,CF,LWB,1.0010512097414404,0.9572607160376564,0.1550563631619648,1.769830660756214,0.9046290654663492,0.8601404732281336
6193,221447,G. Ritacco,Cienciano,PER Liga 1,31.0,1470,"AMF, RW, RCMF3",AMF,RW,RCMF3,0.7990926607234753,0.2366268303147354,0.7641991253411843,1.8704877900615344,1.0066036763219943,1.0814556211598845
6194,-64497,O. Jiménez,Unión Comercio,PER Liga 1,22.0,1463,"RB, LB, RAMF",RB,LB,RAMF,1.021504753849931,0.3214776471523883,0.009483716042899,1.1614144853437822,1.0932210016775126,1.4285056876197164
6195,190732,A. Gómez,Sport Huancayo,PER Liga 1,31.0,1458,"LB, LAMF",LB,LAMF,0,1.2066821811757196,0.8663790639810937,0.5531096670137036,1.3391152410110456,1.7699187208826253,1.1682250851396518
6196,-121763,J. Alarcón,Sporting Cristal,PER Liga 1,22.0,1451,"AMF, CF, RCMF",AMF,CF,RCMF,1.666026742171921,0.7159108831274003,1.3893343767188502,2.364479593758809,0.9722027108961276,0.3509468163206182
6197,-404971,C. Fernández,UTC Cajamarca,PER Liga 1,29.0,1448,"RAMF, RW",RAMF,RW,0,0.7797939759301982,0.5775210665778552,0.1778679911358129,1.6734714959453212,1.2712642016329796,0.8147640704877319
6198,-61019,J. Grimaldo,Sporting Cristal,PER Liga 1,21.0,1433,"LW, LAMF",LW,LAMF,0,1.8178392572110489,0.2503989566037138,0.8535900257692858,2.481986539942644,0.5543757931412455,0.3322348036335482
6199,481887,A. Ramos,Melgar,PER Liga 1,26.0,1426,RB,RB,0,0,2.752518006702237,0.6480562908634067,0.0099378453501991,1.2868021533750045,0.690453777032386,0.9636866369996298
6200,-116447,E. Perleche,Deportivo Garcilaso,PER Liga 1,24.0,1423,"RB, LB, RW",RB,LB,RW,1.606667418594354,1.1602865638718751,0.5162831487820322,1.0549219997650678,1.1376128435114168,1.4255786026856692
6201,328477,C. Grados,César Vallejo,PER Liga 1,29.0,1403,GK,GK,0,0,0.0319781024925428,0.5334531888143428,0.0,0.0431952574040862,0.1786948171762159,0.187757324383664
6202,475086,N. Cabanillas,Universitario,PER Liga 1,24.0,1397,"LWB, LB5",LWB,LB5,0,2.176288276966814,1.2423377661868185,0.1406638196334699,1.9344390787112804,1.3585267432482853,1.3523969637245827
6203,247761,A. Cossío,Carlos Mannucci,PER Liga 1,29.0,1392,"LB, LW, LCB3",LB,LW,LCB3,1.2138269418814451,1.2560040936164294,0.1213144887403641,0.9867750296626632,1.4526864664340824,1.703434675061096
6204,232715,C. Gonzáles,Sporting Cristal,PER Liga 1,32.0,1378,"LCMF3, AMF, LCMF",LCMF3,AMF,LCMF,1.7282902182069817,1.3759353403862251,0.9837510453154092,1.5860483811885888,1.382342583810616,1.0173145827346717
6205,128391,M. Quina,Sport Huancayo,PER Liga 1,37.0,1372,LCB,LCB,0,0,0.0489513056297952,1.7318951093523125,0.5113307811202765,0.1966253340252405,1.6594041172129426,1.3814183589563658
6206,297062,I. Regalado,Comerciantes Unidos,PER Liga 1,29.0,1363,"CF, RW, RAMF",CF,RW,RAMF,0.5550762338112556,2.2321203913375567,0.736082388454758,0.7241347625239444,0.9042119013656124,0.8991748843167124
6207,341095,D. Ramírez,Deportivo Garcilaso,PER Liga 1,30.0,1356,"LCMF, RCMF, RCMF3",LCMF,RCMF,RCMF3,0.8534551339493556,1.4987945647051404,0.0901593792653148,0.8493062905761285,1.8247482148402316,1.2657742364715885
6208,328476,A. Succar,Carlos Mannucci,PER Liga 1,29.0,1347,CF,CF,0,0,0.9906361815998234,1.600523993690458,1.26483104098992,1.3543303419883634,0.9392550336578448,0.7675028516581428
